operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1364618,-86.7682533",200000.0,USD,3761700.0,200000.0,0.0,0.0,,,,,,http://cancun.properati.com.mx/c985_venta_departamento_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.388044,-99.185753",1456200.0,MXN,1443026.67,76722.05,,80.0,,18202.5,,,,http://benito-juarez.properati.com.mx/qvyj_venta_departamento_benito-juarez_puente_91_pedro-mendoza
sell,apartment,|Iztapalapa|Distrito Federal|México|,,600000.0,MXN,594713.1,31619.38,47.0,47.0,672.7527659574469,12765.95744680851,,,,http://iztapalapa.properati.com.mx/hxpa_venta_departamento_iztapalapa
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.419403,-99.135361",1872000.0,MXN,1855065.23,98629.09,,80.0,,23400.0,,,,http://cuauhtemoc.properati.com.mx/odpz_venta_departamento_cuauhtemoc_fernando-de-alva-ixtlixochitl_153_blanca-escalera
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386551,-99.193708",1466192.0,MXN,1452928.41,77248.5,,64.0,,22909.25,,,,http://carola.properati.com.mx/m4j3_venta_departamento_carola_toltecas_166_susana-zamora
sell,house,|Benito Juárez|Distrito Federal|México|,"19.359882,-99.156731",3360000.0,MXN,3329604.42,177026.58,,200.0,,16800.0,,,,http://benito-juarez.properati.com.mx/n31z_venta_casa_benito-juarez_vista-hermosa_262_gamaliel-cruz-cruz
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.372684,-99.183678",2800000.0,MXN,2774670.35,147522.15,,90.0,,31111.11111111111,,,,http://benito-juarez.properati.com.mx/oev5_venta_departamento_benito-juarez_israel-sabina
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1146470.0,USD,21563380.99,1146470.0,,,,,,3.0,,http://miguel-hidalgo-df.properati.com.mx/nsc2_venta_departamento_miguel-hidalgo_alfa-inmobiliaria-zubiandi_de2
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6716065563,-87.0453804731",1050000.0,MXN,1040748.03,55333.92,0.0,90.0,,11666.666666666666,,,,http://playa-del-carmen.properati.com.mx/ofui_venta_departamento_playa-del-carmen_century-21-caribbean-paradise
sell,house,|Venustiano Carranza|Distrito Federal|México|,,2700000.0,MXN,2675574.95,142253.5,180.0,360.0,790.2972222222222,7500.0,2.0,,,http://venustiano-carranza.properati.com.mx/b4ax_venta_casa_venustiano-carranza
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.396705,-99.181902",1471600.0,MXN,1458287.33,77533.42,,70.0,,21022.85714285714,,,,http://benito-juarez.properati.com.mx/oyi6_venta_departamento_benito-juarez_puente-de-la-morena_91_carlos-alvarez-corona
sell,house,|Coyoacán|Distrito Federal|México|,"19.334738,-99.176758",11800000.0,MXN,11693253.85,621700.5,,455.0,,25934.065934065933,,,,http://copilco-universidad.properati.com.mx/p4y5_venta_casa_copilco-universidad_alberto-cervantes_7kx
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,,4750000.0,MXN,4708146.35,250320.14,112.0,112.0,2235.0012500000003,42410.71428571428,,,,http://cuauhtemoc.properati.com.mx/cq33_venta_departamento_cuauhtemoc
sell,apartment,|Benito Juárez|Distrito Federal|México|,,3650000.0,MXN,3616981.0,192305.66,,85.0,,42941.17647058824,,,,http://benito-juarez.properati.com.mx/p2s4_venta_departamento_benito-juarez_avenida-popocatepetl_enrique-trejo
sell,store,|Cozumel|Quintana Roo|México|,,200000.0,USD,3761700.0,200000.0,177.0,177.0,1129.9435028248588,1129.9435028248588,,,,http://cozumel.properati.com.mx/b62a_venta_local_cozumel
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.392937,-99.263313",1990666.0,MXN,1972657.86,104881.19,,253.0,,7868.245059288538,,,,http://cuajimalpa-de-morelos.properati.com.mx/q7o7_venta_casa_cuajimalpa-de-morelos_bayoteta_1_virginia-reyes
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.275206,-99.218292",6200000.0,MXN,6143912.94,326656.19,,137.0,,45255.47445255474,,,,http://lomas-del-pedregal.properati.com.mx/o43g_venta_departamento_lomas-del-pedregal_inventario-inmobiliario-6
sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.487275,-99.104992",424800.0,MXN,420956.98,22381.21,,50.0,,8496.0,,,,http://martin-carrera.properati.com.mx/px0y_venta_departamento_martin-carrera_jose-j-herrera_0_remates-hipotecarios-area-comercial
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.44673,-99.161695",1042667.0,MXN,1033479.67,54947.48,,60.0,,17377.783333333333,,,,http://cuauhtemoc.properati.com.mx/rcci_venta_departamento_cuauhtemoc_fresno_102_jose-miguel-diaz
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.412155,-99.134829",1245563.0,MXN,1234295.21,65624.33,,45.0,,27679.17777777778,,,,http://cuauhtemoc.properati.com.mx/lvj7_venta_departamento_cuauhtemoc_ramon-i-aldana_5_cci-tu-hogar-inmobiliaria
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.452621,-99.154479",992924.0,MXN,983941.66,52313.67,,60.0,,16548.733333333334,,,,http://cuauhtemoc.properati.com.mx/q7v5_venta_departamento_cuauhtemoc_dr-enrique-gonzalez-martinez_246_victor-alberto-ramirez-diaz
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.40678,-99.236925",16000000.0,MXN,15855259.67,842983.74,,305.0,,52459.016393442624,,,,http://miguel-hidalgo-df.properati.com.mx/gm19_venta_departamento_miguel-hidalgo_bosques-de-tamarindos
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.334458,-99.150206",2840000.0,MXN,2814308.51,149629.61,,230.0,,12347.826086956522,,,,http://coyoacan.properati.com.mx/qd19_venta_departamento_coyoacan_av-paseos-jardines-interior-12_0_alberto-carrillo-mendez
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",550000.0,USD,10344675.0,550000.0,350.0,350.0,1571.428571428571,1571.428571428571,,,,http://cancun.properati.com.mx/c141_venta_departamento_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.371567,-99.141776",1140000.0,MXN,1129687.22,60062.59,,79.0,,14430.379746835442,,,,http://benito-juarez.properati.com.mx/mj85_venta_departamento_benito-juarez_tlalpan_1257_santiago-luna
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.332427,-99.139817",1015000.0,MXN,1005818.01,53476.78,,74.0,,13716.216216216217,,,,http://avante.properati.com.mx/mdo0_venta_departamento_avante_calz-de-la-virgen_3000_omar-flores
sell,house,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",2300000.0,MXN,2279733.89,121207.64,167.0,167.0,725.794251497006,13772.45508982036,,,,http://cancun.properati.com.mx/dm29_venta_casa_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.400785,-99.147419",1005000.0,MXN,995908.38,52949.91,,100.0,,10050.0,,,,http://benito-juarez.properati.com.mx/pygs_venta_departamento_benito-juarez_diagonal-san-antonio_1809_claudia-salinas
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6456,-87.060983",235000.0,USD,4419997.5,235000.0,,60.0,,3916.6666666666665,,,,http://solidaridad-quintana-roo.properati.com.mx/q309_venta_departamento_solidaridad_00_0_realty-riviera
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.361385,-99.246689",647000.0,MXN,641146.96,34088.15,,55.0,,11763.636363636364,,,,http://alvaro-obregon.properati.com.mx/omfi_venta_departamento_alvaro-obregon_irma-gomez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.398044,-99.174323",550117.0,MXN,545269.7,28990.6,,90.0,,6112.411111111112,,,,http://benito-juarez.properati.com.mx/rc41_venta_departamento_benito-juarez_galveston-60_60_jose-alberto-romero
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.400785,-99.147419",1004878.0,MXN,995787.44,52943.48,,90.0,,11165.31111111111,,,,http://benito-juarez.properati.com.mx/qa2n_venta_departamento_benito-juarez_diagonal-san-antonio_1809_patricia-macias
sell,apartment,|Tláhuac|Distrito Federal|México|,"19.310943,-99.049669",510400.0,MXN,505782.75,26891.18,,50.0,,10208.0,,,,http://tlahuac.properati.com.mx/oezb_venta_departamento_tlahuac_porvenir_140_fabian-meneses
sell,store,|Venustiano Carranza|Distrito Federal|México|,"19.41811,-99.092291",4920000.0,MXN,4876648.5,259278.97,,591.0,,8324.873096446701,,,,http://venustiano-carranza.properati.com.mx/nw8z_venta_local_venustiano-carranza_calzada-ignacio-zaragoza_380_edith-diaz
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",47000000.0,MXN,46585870.27,2476851.97,630.0,510.0,3931.511063492064,92156.86274509804,2.0,,,http://miguel-hidalgo-df.properati.com.mx/g2jd_venta_casa_miguel-hidalgo
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,,78000000.0,MXN,77312720.87,4110520.29,5236.0,591.0,785.0497116119175,131979.6954314721,2.0,,,http://cuajimalpa-de-morelos.properati.com.mx/l46y_venta_casa_cuajimalpa-de-morelos_eka-soluciones-inmobiliarias
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.411112,-99.193066",1180000.0,MXN,1169325.38,62170.05,,60.0,,19666.666666666668,,,,http://miguel-hidalgo-df.properati.com.mx/oh3j_venta_departamento_miguel-hidalgo_av-constituyentes_247_ricardo-bahena-leyte
sell,house,|Iztapalapa|Distrito Federal|México|,"19.361016,-99.069318",6500000.0,MXN,6441199.16,342462.14,,600.0,,10833.333333333334,,,,http://iztapalapa.properati.com.mx/ppe3_venta_casa_iztapalapa_sur-25_176_victor-hugo-martinez-berber
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.299864,-99.111133",2566600.0,MXN,2543381.66,135225.12,,65.0,,39486.15384615384,,,,http://granjas-coapa.properati.com.mx/kvjs_venta_departamento_granjas-coapa_calzada-del-hueso_554_cci-tu-hogar-inmobiliaria
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.397983,-99.146696",1635000.0,MXN,1620209.33,86142.4,,69.0,,23695.652173913044,,,,http://benito-juarez.properati.com.mx/o9ju_venta_departamento_benito-juarez_casas-grandes_93_adami-delgadillo
sell,house,|Iztapalapa|Distrito Federal|México|,"19.315006,-99.090491",2300000.0,MXN,2279193.52,121178.91,,168.0,,13690.47619047619,,,,http://iztapalapa.properati.com.mx/p5dk_venta_casa_iztapalapa_betina_9_itzel-villanueva
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3426228,-99.2219904",3613500.0,MXN,3615441.34,192223.8,101.0,,1903.2059405940597,,,,,http://alvaro-obregon.properati.com.mx/pi2f_venta_departamento_alvaro-obregon_class
sell,house,|Coyoacán|Distrito Federal|México|,"19.3358899913,-99.1339369118",4500000.0,MXN,4459291.65,237089.17,308.0,,769.7700324675325,,,3.0,,http://educacion.properati.com.mx/oa70_venta_casa_educacion_portafolios-hipotecarios_7if
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.393952,-99.235183",950000.0,USD,17868075.0,950000.0,,575.0,,1652.1739130434785,,,,http://lomas-altas.properati.com.mx/plft_venta_casa_lomas-altas_cerrada-de-constituyentes_1056_benjamin-monroy
sell,house,|Tlalpan|Distrito Federal|México|,"19.3017173,-99.1231336",1850000.0,MXN,1833264.3,97469.99,90.0,90.0,1082.999888888889,20555.555555555555,5.0,,,http://tlalpan.properati.com.mx/bf6j_venta_casa_tlalpan
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3631419,-99.2880597",6800000.0,MXN,6738485.18,358268.08,150.0,150.0,2388.4538666666667,45333.333333333336,,,,http://cuajimalpa-de-morelos.properati.com.mx/mre0_venta_departamento_cuajimalpa-de-morelos_quality-360g
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.33923,-99.218987",2800000.0,MXN,2774670.35,147522.15,,83.0,,33734.93975903615,,,,http://olivar-de-los-padres.properati.com.mx/osve_venta_departamento_olivar-de-los-padres_inventario-inmobiliario-7
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.415092,-99.1563828",7143400.0,MXN,7272899.55,386681.53,179.0,,2160.2320111731847,,,,,http://cuauhtemoc.properati.com.mx/m09w_venta_departamento_cuauhtemoc_gpm-global-properties-more-s-a-de-c-v
sell,house,|Coyoacán|Distrito Federal|México|,"19.335887,-99.133883",4485000.0,MXN,4444427.29,236298.87,,308.0,,14561.688311688313,,,,http://educacion.properati.com.mx/n1kk_venta_casa_educacion_b-manzana-x_23_omar-flores
sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.634672,-87.064299",228000.0,USD,4288338.0,228000.0,,78.0,,2923.076923076923,,,,http://zazil-ha.properati.com.mx/l7ty_venta_departamento_zazil-ha_38-esq-calle-flamingos_1_ernesto-torres
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.474203,-99.171649",458000.0,MXN,453856.62,24130.4,,55.0,,8327.272727272728,,,,http://azcapotzalco.properati.com.mx/ovtn_venta_departamento_azcapotzalco_gamaliel-cruz-cruz
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.346780158,-99.2962360382",11500000.0,MXN,11398670.23,606038.24,1747.0,328.0,346.9022552947911,35060.9756097561,3.0,,,http://cuajimalpa-de-morelos.properati.com.mx/bo38_venta_casa_cuajimalpa-de-morelos
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.410553,-99.133858",1126140.0,MXN,1115952.5,59332.35,,44.0,,25594.090909090908,,,,http://cuauhtemoc.properati.com.mx/p13r_venta_departamento_cuauhtemoc_inventario-inmobiliario-6
sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.370043,-99.075081",900000.0,MXN,891858.25,47417.83,,82.0,,10975.60975609756,,,,http://guadalupe-del-moral.properati.com.mx/lnqb_venta_departamento_guadalupe-del-moral_av-eje-6-sur_0_jorge-icazbalceta-m
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.371321,-99.140985",2516900.0,MXN,2494131.42,132606.61,,69.0,,36476.811594202896,,,,http://benito-juarez.properati.com.mx/i979_venta_departamento_benito-juarez_benito-juarez_1
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.692133,-87.043837",735000.0,MXN,728523.54,38733.74,,70.0,,10500.0,,,,http://solidaridad-quintana-roo.properati.com.mx/r0rn_venta_departamento_solidaridad_s-n_alexander
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.365533,-99.1923",1115000.0,MXN,1105175.42,58759.36,,89.0,,12528.08988764045,,,,http://merced-gomez.properati.com.mx/r44y_venta_casa_merced-gomez_av-centenario_0_gustavo-eduardo-aguilar-jimenez
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.378009,-99.193543",1680000.0,MXN,1664802.21,88513.29,,120.0,,14000.0,,,,http://alfonso-xiii.properati.com.mx/luoe_venta_casa_alfonso-xiii_alejandro-allori_jose-camacho
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.45178,-99.15709",790656.0,MXN,783503.42,41656.88,,50.0,,15813.12,,,,http://cuauhtemoc.properati.com.mx/q54v_venta_departamento_cuauhtemoc_jaime-torres-bodet_207_nestor-davalos
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.454947,-99.151846",946667.0,MXN,938103.09,49876.55,,65.0,,14564.107692307693,,,,http://cuauhtemoc.properati.com.mx/p1d1_venta_departamento_cuauhtemoc_insurgentes-norte_458_remates-bancarios_dzn
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.4022344,-99.1522961",3100000.0,MXN,3072685.02,163366.83,137.0,137.0,1192.458613138686,22627.73722627737,,,,http://benito-juarez.properati.com.mx/owbs_venta_departamento_benito-juarez_ortiz-silva-asociados
