operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.307417,-99.125191",700031.0,MXN,693862.68,36890.91,,70.0,,10000.442857142858,,,,http://coyoacan.properati.com.mx/rb7w_venta_departamento_coyoacan_rancho-tollocan_13_ivan-andres-martinez
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.299774,-99.112124",4200000.0,MXN,4162005.63,221283.23,,117.0,,35897.4358974359,,,,http://granjas-coapa.properati.com.mx/p3ck_venta_departamento_granjas-coapa_calzada-del-hueso_859_bandin-city-house
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1167011577,-86.8499898183",4850000.0,MXN,4807265.26,255590.04,988.0,526.0,258.69437246963565,9220.532319391636,,,,http://cancun.properati.com.mx/l9iw_venta_casa_cancun_raices-real-estate
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.325361,-99.26414",2100000.0,MXN,2081496.25,110667.85,,133.0,,15789.473684210529,,,,http://alvaro-obregon.properati.com.mx/qxec_venta_casa_alvaro-obregon_camino-al-desierto-de-los-leones_6527_gustavo-tejeda-gaytan
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.377169,-99.187643",1072666.0,MXN,1062962.18,56514.99,,75.0,,14302.213333333331,,,,http://benito-juarez.properati.com.mx/o199_venta_departamento_benito-juarez_avenida-revolucion_829_janete-angeles-salvador
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.430525,-99.172792",1500000.0,MXN,1486782.95,79048.46,,266.0,,5639.097744360903,,,,http://cuauhtemoc.properati.com.mx/qwsm_venta_departamento_cuauhtemoc_rio-nilo_0_alberto-carrillo-mendez
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.365766,-99.263112",3420000.0,MXN,3389865.35,180230.5,,90.0,,38000.0,,,,http://alvaro-obregon.properati.com.mx/r31h_venta_departamento_alvaro-obregon_guillermo-gonzalez-camarena_900_ivan-andres-martinez
sell,house,|Tlalpan|Distrito Federal|México|,"19.285929,-99.180908",790075.0,MXN,782927.69,41626.27,63.0,63.0,660.7344444444444,12540.873015873016,,,,http://tlalpan.properati.com.mx/pkb0_venta_casa_tlalpan_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.427443,-99.096555",1750000.0,MXN,1734168.9,92201.34,,72.0,,24305.555555555555,,,,http://venustiano-carranza.properati.com.mx/k4cp_venta_departamento_venustiano-carranza_oriente-172_97
sell,house,|Miguel Hidalgo|Distrito Federal|México|,,18900000.0,MXN,18729025.43,995774.54,0.0,250.0,,75600.0,,,,http://miguel-hidalgo-df.properati.com.mx/qr3g_venta_casa_miguel-hidalgo_estudio-inmobiliario
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.391074,-99.165737",1250000.0,MXN,1238692.07,65858.1,,107.0,,11682.242990654206,,,,http://benito-juarez.properati.com.mx/nkf6_venta_departamento_benito-juarez_cordoba_1_alejandra-sanchez_c9s
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.402197,-99.101441",763000.0,MXN,756097.56,40199.78,,69.0,,11057.971014492754,,,,http://granjas-mexico.properati.com.mx/pmdn_venta_departamento_granjas-mexico_avena_425_jose-camacho
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1105052159,-86.8466126919",4200000.0,MXN,4162005.63,221283.23,300.0,267.0,737.6107666666667,15730.337078651686,2.0,,,http://cancun.properati.com.mx/hxeh_venta_casa_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",6316267.0,MXN,6260612.54,332860.81,121.0,121.0,2750.915785123967,52200.55371900826,,,,http://benito-juarez.properati.com.mx/qtol_venta_departamento_benito-juarez_cattori-inmobiliaria-s-a-de-c-v
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.305561,-99.171219",3188000.0,MXN,3159160.48,167964.51,,83.0,,38409.63855421687,,,,http://olimpica.properati.com.mx/oxea_venta_departamento_olimpica_inventario-inmobiliario-5
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.408758,-99.129474",611880.0,MXN,606344.66,32237.8,,60.0,,10198.0,,,,http://cuauhtemoc.properati.com.mx/okpo_venta_departamento_cuauhtemoc_av-chabacano_115_santiago-luna
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4440744419,-99.1645360552",1720350.0,MXN,1704787.2,90639.19,0.0,0.0,,,,,,http://cuauhtemoc.properati.com.mx/jx5w_venta_departamento_cuauhtemoc
sell,house,|Tlalpan|Distrito Federal|México|,"19.299952,-99.143958",7400000.0,MXN,7333057.6,389879.98,,385.0,,19220.77922077922,,,,http://villa-lazaro-cardenas.properati.com.mx/m94c_venta_casa_villa-lazaro-cardenas_great-homes
sell,house,|Benito Juárez|Distrito Federal|México|,"19.3861836,-99.1521665",5950000.0,MXN,5897572.94,313558.92,96.0,182.0,3266.23875,32692.30769230769,,,,http://benito-juarez.properati.com.mx/hay9_venta_casa_benito-juarez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.391819,-99.188639",1360000.0,MXN,1347696.92,71653.61,,84.0,,16190.47619047619,,,,http://benito-juarez.properati.com.mx/oidm_venta_departamento_benito-juarez_blvd-adolfo-lopez-mateos_1040_fernando-vazquez_act
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.356062,-99.191978",4642000.0,MXN,4600007.07,244570.65,,120.0,,38683.333333333336,,,,http://campestre.properati.com.mx/pcpy_venta_departamento_campestre_inventario-inmobiliario-5
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.284672,-99.220367",1875000.0,MXN,1858038.11,98787.15,,75.0,,25000.0,,,,http://lomas-de-padierna.properati.com.mx/re3d_venta_departamento_lomas-de-padierna_cerca-a-tv-azteca_berenice-trejo
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.411146,-99.182943",6500000.0,MXN,6441199.16,342462.14,,121.0,,53719.00826446281,,,,http://cuauhtemoc.properati.com.mx/npcc_venta_departamento_cuauhtemoc_vasconcelos_92_elva-olivia-zaizar-pineda
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.48888,-99.179278",975461.0,MXN,966636.71,51393.61,,60.0,,16257.683333333332,,,,http://san-marcos.properati.com.mx/p888_venta_departamento_san-marcos_calz-azcapotzalco-la-villa_260_adami-delgadillo
sell,apartment,|Iztapalapa|Distrito Federal|México|,,1339290.0,MXN,1327174.4,70562.48,,131.0,,10223.587786259544,,,,http://iztapalapa.properati.com.mx/gj4o_venta_departamento_iztapalapa_morelos_118
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.3358267184,-99.2018960416",8850000.0,MXN,8772020.14,466385.95,83.0,242.0,5619.107831325301,36570.2479338843,,,,http://alvaro-obregon.properati.com.mx/n7qo_venta_casa_alvaro-obregon_mexihom-s-a-de-c-v
sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",520000.0,USD,9780420.0,520000.0,0.0,204.0,,2549.019607843137,1.0,,,http://cancun.properati.com.mx/l58v_venta_casa_cancun_cancunyou-real-estate
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.433934,-99.177076",9500000.0,MXN,9416292.89,500640.29,,270.0,,35185.18518518518,,,,http://anzures.properati.com.mx/r3n6_venta_departamento_anzures_buffon_30_elizabeth-hernandez_5e4
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,,394000.0,MXN,390528.22,20763.39,52.0,52.0,399.2959615384616,7576.923076923077,,,,http://cuauhtemoc.properati.com.mx/jy3b_venta_departamento_cuauhtemoc
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,3625000.0,MXN,3593059.03,191033.79,72.0,72.0,2653.2470833333336,50347.22222222222,,,,http://cuajimalpa-de-morelos.properati.com.mx/pr66_venta_departamento_cuajimalpa-de-morelos_ingenia-bienes-raices
sell,house,|Tlalpan|Distrito Federal|México|,"19.301248,-99.14055",2705000.0,MXN,2681165.4,142550.73,,137.0,,19744.525547445257,,,,http://vergel-del-sur.properati.com.mx/nw3l_venta_casa_vergel-del-sur_atlapulco_6_edith-diaz
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.301865,-99.108429",1200000.0,MXN,1189144.46,63223.78,,120.0,,10000.0,,,,http://coyoacan.properati.com.mx/oxf3_venta_departamento_coyoacan_mirador_73_edgar-lopez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.397686,-99.161395",2303333.0,MXN,2282496.3,121354.51,,100.0,,23033.33,,,,http://benito-juarez.properati.com.mx/qza7_venta_departamento_benito-juarez_gabriel-mancera_130_roberto-saavedra
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.369492,-99.161653",3469000.0,MXN,3437618.44,182769.41,,108.0,,32120.37037037037,,,,http://benito-juarez.properati.com.mx/q5x7_venta_departamento_benito-juarez_av-cuauhtemoc_1321_laura-yesica-lopez-maldonado
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3721819,-99.1717578",3685000.0,MXN,3652530.38,194195.73,92.0,92.0,2110.823152173913,40054.34782608696,,,,http://benito-juarez.properati.com.mx/eq6l_venta_departamento_benito-juarez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3794059,-99.1591446",3052300.0,MXN,3025405.34,160853.09,0.0,83.0,,36774.69879518072,,,,http://benito-juarez.properati.com.mx/njdp_venta_departamento_benito-juarez_grupo-jacz-s-a-de-c-v
sell,house,|Gustavo A. Madero|Distrito Federal|México|,,,,,,0.0,0.0,,,,,,http://gustavo-a-madero.properati.com.mx/r5tt_venta_casa_gustavo-a-madero_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,house,|Benito Juárez|Quintana Roo|México|,"21.106731,-86.840202",9130000.0,MXN,9295513.73,494218.77,586.0,457.0,843.3767406143345,19978.1181619256,,4.0,,http://cancun.properati.com.mx/fmk5_venta_casa_cancun
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.371745,-99.212281",453067.0,MXN,448968.29,23870.5,,90.0,,5034.077777777778,,,,http://hogar-y-redencion.properati.com.mx/ptex_venta_casa_hogar-y-redencion_privada-santa-lucia_73_ricardo-bahena-leyte
sell,house,|Miguel Hidalgo|Distrito Federal|México|,,,,,,0.0,0.0,,,,,,http://miguel-hidalgo-df.properati.com.mx/r8ol_venta_casa_miguel-hidalgo_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.406622,-99.124168",1990000.0,MXN,1971997.87,104846.1,,88.0,,22613.636363636364,,,,http://venustiano-carranza.properati.com.mx/orsu_venta_departamento_venustiano-carranza_inventario-inmobiliario-7
sell,apartment,|Azcapotzalco|Distrito Federal|México|,,917302.0,MXN,909003.7,48329.41,,49.0,,18720.44897959184,,,,http://azcapotzalco.properati.com.mx/q665_venta_departamento_azcapotzalco_jorge-trejo_c56
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,14800000.0,MXN,14669593.08,779944.87,200.0,160.0,3899.72435,92500.0,,,,http://miguel-hidalgo-df.properati.com.mx/lem4_venta_departamento_miguel-hidalgo_lomeli-brokers
sell,house,|Coyoacán|Distrito Federal|México|,"19.338274,-99.153156",15700000.0,MXN,15557973.46,827177.79,,550.0,,28545.454545454544,,,,http://pueblo-de-los-reyes.properati.com.mx/oyvu_venta_casa_pueblo-de-los-reyes_cerrada-plazuela-de-los-reyes_125_silvia-pena-lartigue
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.474706,-99.18843",630000.0,MXN,624448.78,33200.35,,90.0,,7000.0,,,,http://azcapotzalco.properati.com.mx/qw8p_venta_departamento_azcapotzalco_av-centenario_407_angeles-albarran
sell,apartment,|Tulum|Quintana Roo|México|,,195500.0,USD,3677061.75,195500.0,,1164.0,,167.9553264604811,,,,http://tulum.properati.com.mx/la0j_venta_departamento_tulum_calle-sol-oriente_0_mauricio-cs
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432484,-99.175895",7331480.0,MXN,7265157.41,386269.9,,125.0,,58651.84,,,,http://anzures.properati.com.mx/j9br_venta_departamento_anzures_gutenberg_126
sell,apartment,|Benito Juárez|Quintana Roo|México|,,2623000.0,MXN,2599887.85,138229.41,135.0,110.0,1023.9215555555556,23845.454545454544,,,,http://cancun.properati.com.mx/c9xa_venta_departamento_cancun
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.387209,-99.222038",1858000.0,MXN,1841628.63,97914.7,,164.0,,11329.268292682927,,,,http://alvaro-obregon.properati.com.mx/r30t_venta_departamento_alvaro-obregon_camino-a-santa-fe_606_remate-bancario_e2b
sell,house,|La Magdalena Contreras|Distrito Federal|México|,"19.326058,-99.216727",3230546.0,MXN,3201321.43,170206.1,,350.0,,9230.131428571429,,,,http://la-magdalena-contreras.properati.com.mx/q5aq_venta_casa_la-magdalena-contreras_av-contreras-s-n_tomas-gonzalez
sell,apartment,|Tlalpan|Distrito Federal|México|,,2788000.0,MXN,2763434.16,146924.75,79.0,103.0,1859.8069620253164,27067.961165048546,,,,http://tlalpan.properati.com.mx/bu0k_venta_departamento_tlalpan
sell,store,|Miguel Hidalgo|Distrito Federal|México|,"19.43558,-99.20138",18000000.0,MXN,17841397.02,948581.6,,235.0,,76595.74468085106,,,,http://miguel-hidalgo-df.properati.com.mx/rc6o_venta_local_miguel-hidalgo_moliere_0_carolina-se
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.44212,-99.155273",967200.0,MXN,958450.31,50958.36,,60.0,,16120.0,,,,http://cuauhtemoc.properati.com.mx/lhht_venta_departamento_cuauhtemoc_mariano-azuela_0_jesus-cid-del-prado
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.395097,-99.150424",1009000.0,MXN,999872.27,53160.66,,96.0,,10510.416666666666,,,,http://benito-juarez.properati.com.mx/onp7_venta_departamento_benito-juarez_gamaliel-cruz-cruz
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.395097,-99.150424",1008952.0,MXN,999824.68,53158.13,,80.0,,12611.9,,,,http://benito-juarez.properati.com.mx/o9mr_venta_departamento_benito-juarez_monte-alban_115_sandra-sanchez-moreno
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.63427,-87.064149",1180000.0,USD,22194030.0,1180000.0,,10.0,,118000.0,,,,http://solidaridad-quintana-roo.properati.com.mx/nd1a_venta_departamento_solidaridad_38-con-calle-flamingo_selva-co-realty-selva-co-realty
sell,apartment,|Tulum|Quintana Roo|México|,"20.200346,-87.451567",169000.0,USD,3178636.5,169000.0,,109.0,,1550.4587155963302,,,,http://tulum.properati.com.mx/jmfx_venta_departamento_tulum_aldea-zama
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39912,-99.141464",,,,,927.0,70.0,,,,,,http://benito-juarez.properati.com.mx/cw1i_venta_departamento_benito-juarez
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.3925803,-99.2511366",850000.0,USD,15987225.0,850000.0,450.0,450.0,1888.888888888889,1888.888888888889,,,,http://miguel-hidalgo-df.properati.com.mx/bw1m_venta_departamento_miguel-hidalgo
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3809507,-99.1366219",1980000.0,MXN,1962088.23,104319.23,70.0,0.0,1490.2747142857145,,,,,http://benito-juarez.properati.com.mx/qr5a_venta_departamento_benito-juarez_luha-bienes-raices
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.386821,-99.164805",3160000.0,MXN,3131413.62,166489.28,,90.0,,35111.11111111111,,,,http://benito-juarez.properati.com.mx/p0yy_venta_departamento_benito-juarez_eugenia_828_ubaldo-velasco
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.476817,-99.188708",462791.0,MXN,458604.45,24382.83,,5330.0,,86.82757973733584,,,,http://azcapotzalco.properati.com.mx/qa5g_venta_departamento_azcapotzalco_avenida-aquiles-serdan_430_enrique-segura
sell,house,|Álvaro Obregón|Distrito Federal|México|,,3200000.0,MXN,3171803.93,168636.73,96.0,220.0,1756.6326041666669,14545.454545454546,,,,http://alvaro-obregon.properati.com.mx/llhh_venta_casa_alvaro-obregon_century-21-batiz
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.428324,-99.176337",3325929.0,MXN,3295841.66,175231.5,,100.0,,33259.29,,,,http://miguel-hidalgo-df.properati.com.mx/ode5_venta_departamento_miguel-hidalgo_descartes_44_fernando-vazquez-r
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.391819,-99.188639",2210000.0,MXN,2190007.57,116437.12,,90.0,,24555.555555555555,,,,http://benito-juarez.properati.com.mx/oewa_venta_departamento_benito-juarez_adolfo-lopez-mateos_1040_antonio-pedro
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.366505,-99.222297",1220070.0,MXN,1209032.76,64281.19,,72.0,,16945.416666666668,,,,http://alvaro-obregon.properati.com.mx/oooq_venta_departamento_alvaro-obregon_cerrada-de-las-romerias_1_edgar-hidalgo-salvador
sell,house,|Benito Juárez|Quintana Roo|México|,"21.16914,-86.864693",685000.0,MXN,678803.27,36090.24,,65.0,,10538.46153846154,,,,http://benito-juarez-quintana-roo.properati.com.mx/ovpi_venta_casa_benito-juarez_adolfo-valencia
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",2605226.0,MXN,2581658.28,137260.19,,100.0,,26052.26,,,,http://alvaro-obregon.properati.com.mx/o46f_venta_casa_alvaro-obregon_encino-grande-antes-ejercito-de-salvacion-fracc-c-del-lt-b-del-predio-gral-el-po_0_adami-delgadillo
sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.356537,-99.018073",680000.0,MXN,673848.36,35826.8,,69.0,,9855.072463768116,,,,http://paraje-zacatepec.properati.com.mx/ls2l_venta_departamento_paraje-zacatepec_jose-maria-morelos_49_jose-camacho
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.391074,-99.165737",2090000.0,MXN,2071093.27,110114.75,,110.0,,19000.0,,,,http://benito-juarez.properati.com.mx/p3ef_venta_departamento_benito-juarez_colonia-del-valle_0_francisco-esquivel
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.445816,-99.170462",1372550.0,MXN,1360133.48,72314.83,,65.0,,21116.153846153848,,,,http://anahuac-miguel-hidalgo.properati.com.mx/pn8h_venta_departamento_anahuac_lago-tlahuac_4_jorge-ramirez-linares
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.281164,-99.20237",436000.0,MXN,432055.69,22971.3,,50.0,,8720.0,,,,http://tlalpan.properati.com.mx/pwy6_venta_departamento_tlalpan_colima_114_jorge-ramirez-linares
sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.436024,-99.15461",5122000.0,MXN,5076868.56,269924.16,63.0,0.0,4284.510476190476,,,,,http://cuauhtemoc.properati.com.mx/nfi8_venta_casa_cuauhtemoc_house-hunters-asesores
sell,store,|Álvaro Obregón|Distrito Federal|México|,"19.3446502,-99.1884795",971685.0,USD,18275937.32,971685.0,176.0,176.0,5520.9375,5520.9375,,,,http://alvaro-obregon.properati.com.mx/ike0_venta_local_alvaro-obregon
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.411434,-99.152197",463520.0,MXN,459326.7,24421.23,,50.0,,9270.4,,,,http://cuauhtemoc.properati.com.mx/q5eh_venta_departamento_cuauhtemoc_dr-marquez_24_nestor-davalos
sell,house,|Tlalpan|Distrito Federal|México|,,4950000.0,MXN,4906384.18,260859.94,180.0,270.0,1449.221888888889,18333.33333333333,,,,http://tlalpan.properati.com.mx/prcu_venta_casa_tlalpan_b-raices-inmobiliaria-s-c
sell,house,|Gustavo A. Madero|Distrito Federal|México|,,11500000.0,MXN,11398670.23,606038.24,564.0,0.0,1074.535886524823,,,,,http://gustavo-a-madero.properati.com.mx/pb30_venta_casa_gustavo-a-madero_martinez-y-asociados-bienes-raices
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.291001,-99.123926",1380000.0,MXN,1367516.0,72707.34,,65.0,,21230.76923076923,,,,http://tlalpan.properati.com.mx/qv4n_venta_departamento_tlalpan_la-teja_1_frank-galindo
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1387234,-86.8703338",650000.0,MXN,644119.84,34246.21,0.0,0.0,,,,,,http://cancun.properati.com.mx/nzyz_venta_casa_cancun_the-top-real-estate
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.428152,-99.106194",1275000.0,MXN,1263465.87,67175.26,,68.0,,18750.0,,,,http://venustiano-carranza.properati.com.mx/ort4_venta_departamento_venustiano-carranza_inventario-inmobiliario-8
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1645530165,-86.8199585397",455000.0,USD,8557867.5,455000.0,241.0,183.0,1887.966804979253,2486.338797814208,,,,http://cancun.properati.com.mx/cato_venta_departamento_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.369579,-99.174471",6731220.0,MXN,6670327.5,354644.31,,146.0,,46104.24657534246,,,,http://benito-juarez.properati.com.mx/pemi_venta_departamento_benito-juarez_bartolache_0_alfa-elite
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.313806,-99.106842",1100000.0,MXN,1090049.06,57955.13,,58.0,,18965.51724137931,,,,http://coyoacan.properati.com.mx/oswb_venta_departamento_coyoacan_teresa-vera_arq-elizabeth-nevarez-hernandez
